TITLE = "Cavity Iterative Residual History"
variables="Iteration""Time(s)""Res1""Res2""Res3"
1   2.441406e-05   1.199644e+00   3.172230e+01   3.361447e+01
10   2.441406e-04   7.767545e-01   2.795352e-01   2.957706e-01
20   4.882813e-04   6.884124e-01   1.704803e-01   1.891441e-01
30   7.324219e-04   6.297973e-01   1.292025e-01   1.485177e-01
40   9.765625e-04   5.877405e-01   1.068462e-01   1.262837e-01
50   1.220703e-03   5.552142e-01   9.265184e-02   1.119580e-01
60   1.464844e-03   5.279595e-01   8.278531e-02   1.018128e-01
70   1.708984e-03   5.043821e-01   7.553466e-02   9.416826e-02
80   1.953125e-03   4.840593e-01   6.996933e-02   8.815689e-02
90   2.197266e-03   4.664530e-01   6.555783e-02   8.328422e-02
100   2.441406e-03   4.511283e-01   6.199363e-02   7.924656e-02
110   2.685547e-03   4.378352e-01   5.907275e-02   7.584249e-02
120   2.929687e-03   4.266270e-01   5.665021e-02   7.292965e-02
130   3.173828e-03   4.175233e-01   5.461740e-02   7.040202e-02
140   3.417969e-03   4.102534e-01   5.288832e-02   6.817788e-02
150   3.662109e-03   4.047093e-01   5.139408e-02   6.619256e-02
160   3.906250e-03   4.006635e-01   5.007950e-02   6.439397e-02
170   4.150391e-03   3.977595e-01   4.890059e-02   6.274003e-02
180   4.394531e-03   3.955472e-01   4.782196e-02   6.119677e-02
190   4.638672e-03   3.937342e-01   4.681592e-02   5.973686e-02
200   4.882813e-03   3.917685e-01   4.586116e-02   5.833820e-02
210   5.126953e-03   3.892340e-01   4.494107e-02   5.698295e-02
220   5.371094e-03   3.858167e-01   4.404324e-02   5.565681e-02
230   5.615234e-03   3.811017e-01   4.315829e-02   5.434824e-02
240   5.859375e-03   3.749235e-01   4.227932e-02   5.304786e-02
250   6.103516e-03   3.670804e-01   4.140131e-02   5.174812e-02
260   6.347656e-03   3.575214e-01   4.052069e-02   5.044278e-02
270   6.591797e-03   3.463029e-01   3.963495e-02   4.912674e-02
280   6.835938e-03   3.335300e-01   3.874242e-02   4.779574e-02
290   7.080078e-03   3.194170e-01   3.784202e-02   4.644618e-02
300   7.324219e-03   3.042599e-01   3.693306e-02   4.507499e-02
310   7.568359e-03   2.884213e-01   3.601507e-02   4.367950e-02
320   7.812500e-03   2.832279e-01   3.508759e-02   4.225724e-02
330   8.056641e-03   2.758445e-01   3.414992e-02   4.080580e-02
340   8.300781e-03   2.652092e-01   3.320073e-02   3.932242e-02
350   8.544922e-03   2.515002e-01   3.223867e-02   3.780464e-02
360   8.789063e-03   2.353510e-01   3.126266e-02   3.625065e-02
370   9.033203e-03   2.179531e-01   3.027187e-02   3.465946e-02
380   9.277344e-03   2.007395e-01   2.926581e-02   3.303098e-02
390   9.521484e-03   1.860186e-01   2.824450e-02   3.136626e-02
400   9.765625e-03   1.775610e-01   2.720850e-02   2.966753e-02
410   1.000977e-02   1.791606e-01   2.615899e-02   2.793835e-02
420   1.025391e-02   1.905722e-01   2.509791e-02   2.618363e-02
430   1.049805e-02   2.080266e-01   2.402789e-02   2.440968e-02
440   1.074219e-02   2.287601e-01   2.295239e-02   2.262422e-02
450   1.098633e-02   2.511095e-01   2.187551e-02   2.083627e-02
460   1.123047e-02   2.739854e-01   2.080212e-02   1.905618e-02
470   1.147461e-02   2.966603e-01   1.973755e-02   1.729548e-02
480   1.171875e-02   3.185942e-01   1.868768e-02   1.556698e-02
490   1.196289e-02   3.393910e-01   1.765860e-02   1.388473e-02
500   1.220703e-02   3.587659e-01   1.665643e-02   1.226439e-02
510   1.245117e-02   3.765145e-01   1.568730e-02   1.072371e-02
520   1.269531e-02   3.924950e-01   1.475700e-02   9.283277e-03
530   1.293945e-02   4.066080e-01   1.387058e-02   7.968079e-03
540   1.318359e-02   4.188342e-01   1.303228e-02   6.808712e-03
550   1.342773e-02   4.290757e-01   1.224556e-02   5.844630e-03
560   1.367188e-02   4.372277e-01   1.151252e-02   5.129434e-03
570   1.391602e-02   4.432669e-01   1.083373e-02   4.723288e-03
580   1.416016e-02   4.472210e-01   1.020850e-02   4.643637e-03
590   1.440430e-02   4.491440e-01   9.634727e-03   4.815851e-03
600   1.464844e-02   4.491091e-01   9.109194e-03   5.130087e-03
610   1.489258e-02   4.472042e-01   8.627753e-03   5.506551e-03
620   1.513672e-02   4.435317e-01   8.185764e-03   5.896714e-03
630   1.538086e-02   4.382073e-01   7.778254e-03   6.280904e-03
640   1.562500e-02   4.313607e-01   7.400550e-03   6.647077e-03
650   1.586914e-02   4.231397e-01   7.048181e-03   6.986798e-03
660   1.611328e-02   4.137126e-01   6.717125e-03   7.294660e-03
670   1.635742e-02   4.032959e-01   6.404414e-03   7.567918e-03
680   1.660156e-02   3.920327e-01   6.106967e-03   7.805968e-03
690   1.684570e-02   3.800257e-01   5.822859e-03   8.009623e-03
700   1.708984e-02   3.673907e-01   5.550503e-03   8.180727e-03
710   1.733398e-02   3.542445e-01   5.288504e-03   8.321738e-03
720   1.757813e-02   3.407044e-01   5.036252e-03   8.435395e-03
730   1.782227e-02   3.268981e-01   4.792951e-03   8.524552e-03
740   1.806641e-02   3.129612e-01   4.558438e-03   8.592151e-03
750   1.831055e-02   2.991083e-01   4.331485e-03   8.640887e-03
760   1.855469e-02   2.854820e-01   4.112259e-03   8.673421e-03
770   1.879883e-02   2.722495e-01   3.901232e-03   8.692158e-03
780   1.904297e-02   2.596112e-01   3.698921e-03   8.699336e-03
790   1.928711e-02   2.476675e-01   3.505963e-03   8.696815e-03
800   1.953125e-02   2.364782e-01   3.323078e-03   8.686406e-03
810   1.977539e-02   2.261225e-01   3.151079e-03   8.669600e-03
820   2.001953e-02   2.166672e-01   2.991041e-03   8.647681e-03
830   2.026367e-02   2.081710e-01   2.844381e-03   8.621726e-03
840   2.050781e-02   2.006928e-01   2.712776e-03   8.592698e-03
850   2.075195e-02   1.942739e-01   2.598278e-03   8.561318e-03
860   2.099609e-02   1.889604e-01   2.503235e-03   8.528151e-03
870   2.124023e-02   1.847545e-01   2.429784e-03   8.493673e-03
880   2.148437e-02   1.816372e-01   2.379537e-03   8.458234e-03
890   2.172852e-02   1.795253e-01   2.352712e-03   8.422091e-03
900   2.197266e-02   1.783338e-01   2.347307e-03   8.385376e-03
910   2.221680e-02   1.779785e-01   2.360271e-03   8.348174e-03
920   2.246094e-02   1.783056e-01   2.387508e-03   8.310498e-03
930   2.270508e-02   1.789855e-01   2.425443e-03   8.272327e-03
940   2.294922e-02   1.797316e-01   2.470821e-03   8.233597e-03
950   2.319336e-02   1.803929e-01   2.521097e-03   8.194194e-03
960   2.343750e-02   1.808770e-01   2.574476e-03   8.153989e-03
970   2.368164e-02   1.811262e-01   2.629474e-03   8.112852e-03
980   2.392578e-02   1.811063e-01   2.684937e-03   8.070618e-03
990   2.416992e-02   1.807955e-01   2.739984e-03   8.027139e-03
1000   2.441406e-02   1.801920e-01   2.794044e-03   7.982285e-03
1010   2.465820e-02   1.792922e-01   2.846584e-03   7.935883e-03
1020   2.490234e-02   1.781054e-01   2.897196e-03   7.887780e-03
1030   2.514648e-02   1.766406e-01   2.945575e-03   7.837819e-03
1040   2.539062e-02   1.749124e-01   2.991400e-03   7.785888e-03
1050   2.563477e-02   1.729353e-01   3.034495e-03   7.731889e-03
1060   2.587891e-02   1.707269e-01   3.074678e-03   7.675689e-03
1070   2.612305e-02   1.683042e-01   3.111827e-03   7.617193e-03
1080   2.636719e-02   1.656863e-01   3.145859e-03   7.556321e-03
1090   2.661133e-02   1.628909e-01   3.176693e-03   7.493034e-03
